sun_sign,trait_primary,trait_shadow,dominant_emotion,dominant_mood,sentiment_band,mood_trend,cosmic_mood_focus,cosmic_emotion_focus,cosmic_feeling_focus
Taurus,grounded,stubborn,joy,Good,positive,steady,grounded balance,joy regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Happy,neutral,steady,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,joy,Happy,positive,improving,grounded balance,joy regulation,from stubborn to grounded
Taurus,grounded,stubborn,anger,Very Sad,negative,steady,grounded balance,anger regulation,from stubborn to grounded
Taurus,grounded,stubborn,joy,Happy,positive,steady,grounded balance,joy regulation,from stubborn to grounded
Taurus,grounded,stubborn,sadness,Very Sad,positive,improving,grounded balance,sadness regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Happy,negative,dropping,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Happy,positive,dropping,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Calm,neutral,improving,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,anger,Very Sad,positive,steady,grounded balance,anger regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Calm,negative,improving,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,sadness,Low,neutral,dropping,grounded balance,sadness regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Calm,neutral,steady,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Calm,positive,steady,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,sadness,Very Sad,negative,steady,grounded balance,sadness regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Very Sad,positive,steady,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Low,positive,dropping,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Low,positive,dropping,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Very Sad,neutral,steady,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,anger,Low,negative,dropping,grounded balance,anger regulation,from stubborn to grounded
Taurus,grounded,stubborn,sadness,Very Sad,negative,steady,grounded balance,sadness regulation,from stubborn to grounded
Taurus,grounded,stubborn,love,Calm,negative,improving,grounded balance,love regulation,from stubborn to grounded
Taurus,grounded,stubborn,anger,Good,positive,dropping,grounded balance,anger regulation,from stubborn to grounded
Taurus,grounded,stubborn,love,Low,negative,dropping,grounded balance,love regulation,from stubborn to grounded
Taurus,grounded,stubborn,sadness,Happy,positive,steady,grounded balance,sadness regulation,from stubborn to grounded
Taurus,grounded,stubborn,anger,Happy,positive,dropping,grounded balance,anger regulation,from stubborn to grounded
Taurus,grounded,stubborn,joy,Calm,positive,steady,grounded balance,joy regulation,from stubborn to grounded
Taurus,grounded,stubborn,sadness,Low,negative,steady,grounded balance,sadness regulation,from stubborn to grounded
Taurus,grounded,stubborn,sadness,Good,negative,improving,grounded balance,sadness regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Low,neutral,dropping,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,sadness,Calm,neutral,steady,grounded balance,sadness regulation,from stubborn to grounded
Taurus,grounded,stubborn,joy,Happy,positive,improving,grounded balance,joy regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Happy,positive,improving,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,love,Calm,negative,steady,grounded balance,love regulation,from stubborn to grounded
Taurus,grounded,stubborn,joy,Good,positive,improving,grounded balance,joy regulation,from stubborn to grounded
Taurus,grounded,stubborn,anger,Very Sad,neutral,steady,grounded balance,anger regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Good,negative,dropping,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Good,positive,improving,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,anger,Happy,negative,steady,grounded balance,anger regulation,from stubborn to grounded
Taurus,grounded,stubborn,anger,Happy,negative,dropping,grounded balance,anger regulation,from stubborn to grounded
Taurus,grounded,stubborn,anger,Calm,negative,improving,grounded balance,anger regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Calm,negative,improving,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,love,Calm,positive,dropping,grounded balance,love regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Happy,positive,improving,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Very Sad,neutral,dropping,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,love,Very Sad,neutral,steady,grounded balance,love regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Low,neutral,dropping,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,joy,Very Sad,neutral,steady,grounded balance,joy regulation,from stubborn to grounded
Taurus,grounded,stubborn,love,Very Sad,neutral,dropping,grounded balance,love regulation,from stubborn to grounded
Taurus,grounded,stubborn,joy,Low,positive,dropping,grounded balance,joy regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Very Sad,positive,dropping,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,love,Happy,neutral,improving,grounded balance,love regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Low,neutral,dropping,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Good,positive,steady,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Happy,negative,steady,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Calm,neutral,improving,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Low,positive,steady,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Calm,neutral,steady,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,sadness,Low,neutral,dropping,grounded balance,sadness regulation,from stubborn to grounded
Taurus,grounded,stubborn,love,Calm,neutral,steady,grounded balance,love regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Happy,neutral,steady,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Low,neutral,steady,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,sadness,Good,neutral,dropping,grounded balance,sadness regulation,from stubborn to grounded
Taurus,grounded,stubborn,joy,Low,positive,improving,grounded balance,joy regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Good,negative,dropping,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,sadness,Calm,negative,dropping,grounded balance,sadness regulation,from stubborn to grounded
Taurus,grounded,stubborn,sadness,Very Sad,negative,improving,grounded balance,sadness regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Very Sad,negative,dropping,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,love,Low,positive,dropping,grounded balance,love regulation,from stubborn to grounded
Taurus,grounded,stubborn,sadness,Good,neutral,improving,grounded balance,sadness regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Very Sad,negative,improving,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,joy,Low,positive,steady,grounded balance,joy regulation,from stubborn to grounded
Taurus,grounded,stubborn,anger,Happy,positive,dropping,grounded balance,anger regulation,from stubborn to grounded
Taurus,grounded,stubborn,joy,Calm,neutral,steady,grounded balance,joy regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Very Sad,neutral,dropping,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,sadness,Happy,neutral,improving,grounded balance,sadness regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Very Sad,positive,dropping,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,joy,Very Sad,negative,steady,grounded balance,joy regulation,from stubborn to grounded
Taurus,grounded,stubborn,sadness,Very Sad,neutral,steady,grounded balance,sadness regulation,from stubborn to grounded
Taurus,grounded,stubborn,anger,Happy,neutral,steady,grounded balance,anger regulation,from stubborn to grounded
Taurus,grounded,stubborn,anger,Low,positive,dropping,grounded balance,anger regulation,from stubborn to grounded
Taurus,grounded,stubborn,sadness,Good,negative,improving,grounded balance,sadness regulation,from stubborn to grounded
Taurus,grounded,stubborn,love,Low,negative,improving,grounded balance,love regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Low,neutral,steady,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Good,neutral,improving,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Low,neutral,dropping,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Calm,negative,dropping,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Very Sad,negative,steady,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,joy,Very Sad,neutral,improving,grounded balance,joy regulation,from stubborn to grounded
Taurus,grounded,stubborn,anger,Good,negative,steady,grounded balance,anger regulation,from stubborn to grounded
Taurus,grounded,stubborn,love,Happy,neutral,improving,grounded balance,love regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Very Sad,negative,steady,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Happy,positive,dropping,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Good,positive,improving,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Good,positive,improving,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,love,Happy,positive,dropping,grounded balance,love regulation,from stubborn to grounded
Taurus,grounded,stubborn,fear,Calm,positive,improving,grounded balance,fear regulation,from stubborn to grounded
Taurus,grounded,stubborn,anger,Good,neutral,dropping,grounded balance,anger regulation,from stubborn to grounded
Taurus,grounded,stubborn,joy,Good,negative,dropping,grounded balance,joy regulation,from stubborn to grounded
Taurus,grounded,stubborn,anger,Good,neutral,steady,grounded balance,anger regulation,from stubborn to grounded
Taurus,grounded,stubborn,anger,Calm,positive,improving,grounded balance,anger regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Calm,neutral,dropping,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,surprise,Low,negative,steady,grounded balance,surprise regulation,from stubborn to grounded
Taurus,grounded,stubborn,love,Calm,neutral,steady,grounded balance,love regulation,from stubborn to grounded
